LASTNAME,FIRSTNAME,MIDDLENAME,NAMESUFFIX,RADDNUMBER,RHALFCODE,RPREDIRECTION,RSTREETNAME,RPOSTDIRECTION,RAPARTMENTTYPE,RAPARTMENT,RADDRNONSTD,RCITY,RZIP5,RZIP4,MAILADD1,MAILADD2,MAILADD3,MAILADD4,DOB,GENDER,ENROLLMENT,OTHERPARTY,COUNTYCODE,ED,LD,TOWNCITY,WARD,CD,SD,AD,LASTVOTERDATE,PREVYEARVOTED,PREVCOUNTY,PREVADDRESS,PREVNAME,COUNTYVRNUMBER,REGDATE,VRSOURCE,IDREQUIRED,IDMET,STATUS,REASONCODE,INACT_DATE,PURGE_DATE,SBOEID,voterhistory
BROOKS,EDWARD,S,,302,,,BETH MOUNTAINS,,,,,BINGHAMTON,13790,,,,,,19650704,F,REP,IND,04,24,3,Chenango,3,19,52,124,20020903,,,,,6669869,20110712,AGCY,Y,N,A,MAIL-CHECK,,,NYa6ebc2c4-a99a-,2025 General Election(P);2025 General Election(P);2023 General Election(P);2023 Primary Election(P);2023 General Election(P);2021 Primary Election(P);2019 General Election(P);2019 General Election(O);2019 Primary Election(P);2017 Primary Election(A);2017 General Election(P);2017 General Election(P);2015 General Election(P);2015 General Election(P);2013 General Election(P);2013 Primary Election(P);2011 General Election(P);2011 General Election(P)
PERRY,ALAN,,,758,,,ASHLEY NECK,,,,,ENDICOTT,13904,,,,,,19501109,M,DEM,,04,35,5,Vestal,14,19,52,123,20180105,,,,,2622400,19990716,CBOE,N,N,A,MAIL-CHECK,,,NY28dbb1b8-567b-,2022 General Election(A);2014 General Election(P);2001 General Election(P)
ROBINSON,TIMOTHY,,II,828,,,KAREN STRAVENUE,,APT,,,ENDWELL,13760,,,,,,19220302,F,DEM,IND,04,13,7,Windsor,7,19,52,124,20100517,,,,,8686601,19900426,CBOE,N,Y,A,,,,NY45ae5c6e-9001-,2025 General Election(P);2024 Primary Election(E);2023 General Election(M);2022 General Election(A);2021 General Election(P);2020 Primary Election(P);2020 General Election(P);2019 General Election(P);2018 Primary Election(P);2018 General Election(P);2017 General Election(P);2016 Primary Election(P);2016 Presidential Primary Election(P);2016 General Election(P);2015 General Election(P);2014 General Election(P);2013 General Election(P);2012 Primary Election(P);2012 General Election(A);2011 General Election(P);2010 Primary Election(A);2009 General Election(P);2008 Primary Election(P);2008 General Election(P);2006 General Election(E);2006 Primary Election(P);2004 General Election(A);2004 Primary Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2002 General Election(A);2002 Primary Election(P);2001 General Election(P);2000 Presidential Primary Election(P);2000 Primary Election(O)
WARNER,ROBERT,R,,2076,,,MURPHY LIGHTS,,,,,ENDWELL,13901,,,,,,19540117,M,DEM,,04,10,14,City Binghamton,4,19,52,121,20140112,,,,,4340507,20110928,MAIL,N,N,I,,,,NYe3fb8343-b0ca-,2025 General Election(A);2023 General Election(P);2021 General Election(A);2021 General Election(M);2017 General Election(M)
PADILLA,AMANDA,A,,542,,,MICHAEL CAPE,,,,,BINGHAMTON,13850,,,,,,19311114,F,DEM,,04,17,12,Lisle,5,19,52,123,20120615,,,,,5227836,19941107,DMV,N,N,A,,,,NY30dc8986-c8bc-,2024 General Election(A);2016 Primary Election(P)
FLORES,CALEB,,,2789,,,JOHN CENTER,,,,,VESTAL,13760,,,,,,19240126,F,BLK,OTH,04,25,12,City Binghamton,10,19,52,124,20180411,,,,,4730635,19890925,AGCY,N,N,A,,,,NYb389e189-cba9-,2020 Presidential Primary Election(P)
GARCIA,JOSHUA,,,491,,,JOHN PLAINS,,APT,,,JOHNSON CITY,13795,,,,,,19401003,M,BLK,,04,18,3,Vestal,6,19,52,123,20180805,,,,,6308033,19831119,DMV,Y,N,A,,20201102,,NYaae39ee7-284f-,2016 Primary Election(P)
WILLIS,MATTHEW,E,,1411,,,HIGGINS HILL,,,,,ENDWELL,13760,,,,,,19760121,M,BLK,,04,3,5,Conklin,8,19,52,124,20161017,,,,,6667933,20130401,AGCY,Y,N,A,MAIL-CHECK,,,NY371bde7c-fe96-,2023 General Election(A);2019 General Election(P);2015 General Election(P);2013 General Election(P)
FUENTES,LORRAINE,,,2875,,,WEBB PRAIRIE,,,,,BINGHAMTON,13760,,,,,,19290813,F,BLK,,04,36,5,Maine,10,19,52,124,20040727,,,,,2760168,19831204,CBOE,N,Y,A,,,,NY094fdd6f-3c6d-,2010 General Election(P);2008 General Election(P);2001 General Election(E)
ALVAREZ,PRESTON,,,3331,,,LISA PASSAGE,,,,,JOHNSON CITY,13790,,,,,,19200810,F,BLK,,04,6,2,City Binghamton,1,19,52,121,20211106,,,,,6514013,19860521,MAIL,N,N,A,,,,NY61c51848-d36f-,2024 Primary Election(P);2022 General Election(P);2019 General Election(M);2016 General Election(A);2004 Presidential Primary Election(P);2003 General Election(P);2002 General Election(P);2001 General Election(P)
CLARK,JESSE,D,,2777,,,MATHEW BRANCH,,,,,ENDWELL,13850,,,,,,19090209,F,BLK,,04,12,7,Lisle,12,19,52,121,20150622,,,,,7457158,19870715,DMV,Y,Y,A,,,,NYe01d3f1c-d0b1-,2025 General Election(A);2023 General Election(P);2022 Primary Election(E);2022 General Election(E);2020 Primary Election(P);2020 General Election(P);2020 Presidential Primary Election(A);2016 Primary Election(A);2016 Presidential Primary Election(P);2014 General Election(P);2013 General Election(P);2012 General Election(A);2012 Presidential Primary Election(P);2011 General Election(E);2010 General Election(P);2010 Primary Election(P);2008 Presidential Primary Election(P);2005 General Election(P);2004 General Election(A);2004 Primary Election(P);2002 General Election(P);2002 Primary Election(P);2001 General Election(P);2000 General Election(A)
MCCARTY,KATIE,,,909,,,SAMANTHA PASSAGE,,,,,JOHNSON CITY,13790,,,,,,19531215,M,REP,,04,16,8,Union,14,19,52,124,20231214,,,,,2794516,20101222,MAIL,Y,Y,A,,,,NY70e90129-81b1-,2024 General Election(P);2024 Primary Election(P);2022 General Election(E);2022 Primary Election(E);2020 General Election(A);2018 Primary Election(M);2018 General Election(P);2016 Primary Election(P);2016 General Election(P);2014 General Election(M);2014 Primary Election(P);2012 General Election(E);2012 Primary Election(P);2010 Primary Election(P);2010 General Election(P)
TYLER,KRYSTAL,,,2495,,,SEAN MOUNTAIN,,APT,,,JOHNSON CITY,13795,,,,,,19441011,F,REP,OTH,04,7,3,Chenango,10,19,52,124,20230910,,,,,6266549,19860722,DMV,Y,Y,A,,,,NY24652326-e744-,2025 General Election(E);2024 General Election(P);2023 General Election(P);2021 General Election(P);2020 General Election(E);2018 General Election(M);2010 Primary Election(P);2008 Primary Election(O);2006 General Election(E);2006 Primary Election(E)
HAMILTON,CHRISTINA,,,2524,,,SOLIS RUE,,APT,,,ENDICOTT,13795,,,,,,19920902,M,REP,,04,22,12,Lisle,1,19,52,123,20120726,,,,,6245463,20240507,CBOE,Y,N,A,,,,NYf42f7267-cbfd-,2024 Presidential Primary Election(P);2024 General Election(A);2024 Primary Election(P)
ROBINSON,KEVIN,,,2105,,,EDWARDS MANOR,,,,,JOHNSON CITY,13760,,,,,,19801103,M,REP,,04,14,1,Kirkwood,8,19,52,124,20040105,,,,,6412833,19980806,CBOE,N,N,A,,,,NYd3719eda-f313-,2021 General Election(P);2009 General Election(E);2000 General Election(P)
MCCORMICK,CYNTHIA,M,SR,1563,,,GRIMES CIRCLES,,APT,7,,JOHNSON CITY,13760,,,,,,19350421,M,REP,LBT,04,19,13,Windsor,8,19,52,123,20010521,,,,,4229821,19871112,MAIL,Y,Y,A,,20230901,,NYe2e39559-d667-,2025 General Election(E);2024 Presidential Primary Election(P);2024 General Election(M);2022 General Election(P);2022 Primary Election(P);2020 General Election(A);2019 General Election(P);2016 Presidential Primary Election(P);2013 General Election(P);2012 Primary Election(P);2008 General Election(P);2008 Presidential Primary Election(P);2006 General Election(P);2004 Primary Election(P);2000 Primary Election(P);2000 General Election(P)
KELLEY,MICHELLE,D,,2399,,,CYNTHIA RIVER,,,6,,ENDWELL,13903,,,,,,19580121,F,REP,,04,17,10,Town Binghamton,5,19,52,123,20120727,,,,,1517059,20041104,AGCY,Y,Y,A,,,,NY97280cae-8eb5-,2024 Presidential Primary Election(P);2024 General Election(P);2022 General Election(P);2022 Primary Election(M);2020 Presidential Primary Election(P);2020 Primary Election(A);2020 General Election(P);2018 Primary Election(P);2018 General Election(A);2016 General Election(A);2016 Presidential Primary Election(P);2016 Primary Election(P);2014 General Election(P);2014 Primary Election(E);2012 General Election(P);2012 Primary Election(P);2012 Presidential Primary Election(P);2010 General Election(P);2008 Primary Election(P);2008 General Election(P);2008 Presidential Primary Election(P);2006 General Election(P);2006 Primary Election(P);2004 Primary Election(E);2004 Presidential Primary Election(P);2004 General Election(P)
MILLS,ALICE,,,961,,,KAYLA FALLS,,,,,ENDICOTT,13790,,,,,,19430811,F,REP,,04,17,12,Maine,3,19,52,124,20180626,,,,,6307189,19860424,AGCY,Y,Y,A,,,,NY92c8533c-6d6a-,2025 General Election(A);2024 Presidential Primary Election(A);2024 General Election(P);2023 General Election(P);2022 General Election(E);2019 General Election(P);2018 General Election(E);2013 General Election(P);2008 General Election(P);2006 Primary Election(P);2004 Presidential Primary Election(P);2004 General Election(P);2003 General Election(P);2002 General Election(P);2000 Primary Election(P)
SILVA,JESSICA,,,1626,,,MARKS PLAINS,,,,,ENDICOTT,13905,,,,,,19680505,M,DEM,,04,5,10,Maine,11,19,52,121,20231216,,,,,7019590,19941024,CBOE,Y,N,A,,,,NY1267b48b-8b2e-,2025 General Election(P);2024 Primary Election(P);2017 General Election(E);2015 General Election(P);2010 Primary Election(P);2008 General Election(P);2008 Presidential Primary Election(A);2008 Primary Election(P);2007 General Election(P);2006 Primary Election(P);2005 General Election(P);2004 Presidential Primary Election(E);2000 Presidential Primary Election(P)
MALDONADO,LAURA,,,2636,,,DAVID VILLE,,,,,ENDICOTT,13790,,,,,,19620315,M,DEM,,04,29,13,Kirkwood,12,19,52,121,20151116,,,,,9036641,20101001,DMV,Y,N,A,,,,NY576b1102-abf8-,2024 Primary Election(P);2024 General Election(P);2022 General Election(A);2018 General Election(P);2016 Primary Election(P);2016 General Election(A);2014 Primary Election(P);2012 General Election(M);2012 Primary Election(E);2010 Primary Election(E)
NELSON,KEVIN,J,,2093,,,STEPHEN LOAF,,,,,JOHNSON CITY,13904,,,,,,19361005,M,REP,,04,25,3,Town Binghamton,1,19,52,121,20160922,,,,,8042991,19900427,DMV,Y,Y,A,,,,NY860523dc-6a30-,2022 Primary Election(A);2020 Presidential Primary Election(A);2019 General Election(P);2017 General Election(A);2016 Presidential Primary Election(A);2016 General Election(O);2016 Primary Election(P);2015 General Election(P);2014 Primary Election(E);2013 General Election(P);2012 General Election(P);2012 Primary Election(P);2010 Primary Election(P);2010 General Election(P);2004 Presidential Primary Election(P);2002 Primary Election(P);2001 General Election(P);2000 Primary Election(P);2000 General Election(P)
WILLIAMS,NATHAN,,,3295,,,JOANNA SPURS,,,,,ENDICOTT,13795,,,,,,19070901,F,DEM,,04,21,7,Maine,6,19,52,124,20081113,,,,,4417412,19801017,AGCY,N,Y,A,,,,NY4eb521a0-8362-,2020 General Election(E)
STONE,KRISTEN,,II,362,,,TANNER STREAM,,,,,BINGHAMTON,13901,,,,,,19750227,F,REP,OTH,04,36,5,Maine,1,19,52,121,20200815,,,,,1179690,20041101,DMV,N,Y,A,,,,NYf6d16162-1512-,2024 Primary Election(A);2022 General Election(A);2020 Presidential Primary Election(A);2020 Primary Election(P);2020 General Election(P);2018 Primary Election(E);2018 General Election(P);2012 Presidential Primary Election(P);2008 General Election(P);2004 Primary Election(P)
WEST,JULIE,,,2074,,,STACY FLATS,,,,,JOHNSON CITY,13790,,,,,,19970719,M,REP,,04,14,9,Maine,5,19,52,124,20140719,,,,,9113963,20180415,DMV,N,N,A,,,,NYad200d84-6944-,2018 Primary Election(P);2018 General Election(A)
GARCIA,JIM,,,3815,,,HUGHES TRAIL,,,,,ENDICOTT,13760,,,,,,19620213,M,REP,GRE,04,30,12,Vestal,4,19,52,124,20070507,,,,,4845464,20240508,DMV,Y,N,A,,,,NYc99522d4-585f-,2024 Primary Election(P);2024 Presidential Primary Election(M);2024 General Election(A)
BALDWIN,MICHAEL,,,3073,,,DEVIN LIGHT,,,,,VESTAL,13904,,,,,,19480806,M,DEM,,04,28,14,Lisle,13,19,52,121,20140223,,,,,9694039,20111028,AGCY,N,Y,A,,,,NYa7be8311-08e6-,2019 Primary Election(P);2017 Primary Election(P)
LESTER,CATHERINE,M,,3294,,,WASHINGTON TRAIL,,,,,VESTAL,13850,,,,,,19530319,M,REP,,04,18,8,City Binghamton,3,19,52,123,20150328,,,,,9673937,19970806,MAIL,N,N,A,,,,NY44050543-edcd-,2024 Presidential Primary Election(P);2022 General Election(P);2020 Primary Election(E);2016 Primary Election(P);2012 Primary Election(P);2005 General Election(A);2001 General Election(P)
RAMIREZ,KENNETH,W,,2624,,,LINDA JUNCTIONS,,APT,,,ENDWELL,13795,,,,,,19670515,M,BLK,,04,24,4,Kirkwood,6,19,52,124,20091209,,,,,7634639,20080213,MAIL,N,N,A,,,,NYa445decb-8269-,2024 Primary Election(P);2012 General Election(P)
MATHEWS,JOSEPH,,,1014,,,BETTY DRIVE,,,,,ENDICOTT,13905,,,,,,19150221,M,REP,,04,27,14,Kirkwood,14,19,52,123,20140909,,,,,8463259,19860520,DMV,Y,N,A,,,,NY3c63b680-df6e-,2024 General Election(P);2019 General Election(A);2016 Presidential Primary Election(P);2014 Primary Election(M);2012 Primary Election(P);2003 General Election(E);2002 Primary Election(E);2001 General Election(P);2000 General Election(P);2000 Presidential Primary Election(A)
COOKE,MICHELE,,,904,,,AMANDA UNDERPASS,,,,,ENDICOTT,13760,,,,,,19510406,F,BLK,,04,21,13,Conklin,7,19,52,121,20020305,,,,,5858602,20060914,CBOE,N,N,A,,,,NYc9d08f79-323a-,2024 General Election(E);2022 General Election(P);2020 Primary Election(P);2020 General Election(A);2018 General Election(E);2016 Primary Election(E);2014 Primary Election(P);2014 General Election(P);2012 Primary Election(P);2010 General Election(M);2010 Primary Election(A);2008 General Election(P);2006 Primary Election(O);2006 General Election(P)
WHITE,DEVIN,,,1815,,,BRIAN SKYWAY,,,4,,VESTAL,13903,,,,,,19160225,M,BLK,,04,17,6,Union,11,19,52,124,20011218,,,,,9739692,19960727,CBOE,N,N,A,,,,NY3796ee4b-b6a1-,2025 General Election(A);2024 Primary Election(P);2024 Presidential Primary Election(P);2024 General Election(P);2023 General Election(P);2022 Primary Election(A);2022 General Election(P);2020 General Election(E);2020 Presidential Primary Election(E);2020 Primary Election(E);2019 General Election(P);2018 Primary Election(P);2018 General Election(P);2016 Primary Election(P);2016 General Election(P);2015 General Election(P);2014 Primary Election(E);2014 General Election(P);2013 General Election(A);2012 General Election(A);2012 Primary Election(P);2010 General Election(P);2008 Primary Election(P);2008 Presidential Primary Election(M);2008 General Election(A);2006 General Election(P);2005 General Election(P);2004 Primary Election(A);2003 General Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(T);2000 General Election(E)
JACKSON,ROBERT,,,1919,,,JOSHUA PLACE,,,9,,ENDICOTT,13903,,,,,,19790807,M,BLK,,04,14,9,Kirkwood,8,19,52,121,20241117,,,,,7359295,20150518,DMV,Y,N,I,,,,NY4dfae0fa-7302-,2025 General Election(P);2023 General Election(P);2021 General Election(A);2021 General Election(P);2019 General Election(P);2019 General Election(P);2017 General Election(P);2017 General Election(P);2017 Primary Election(P);2015 General Election(A);2015 General Election(P)
STOKES,MATTHEW,,,2556,,,SHARON ROADS,,,,,JOHNSON CITY,13850,,,,,,19481127,M,OTH,,04,8,11,Colesville,15,19,52,121,20141102,,,,,7055334,19920202,AGCY,N,Y,A,,,,NY04d0fe2d-1cc7-,2020 General Election(P)
AGUIRRE,JOHN,,II,3824,,,KAYLEE LOCKS,,,,,JOHNSON CITY,13790,,,,,,19430622,F,DEM,,04,31,14,Kirkwood,10,19,52,121,20180907,,,,,7292514,19910913,MAIL,N,N,I,,,,NY4cdf9142-de4e-,2025 General Election(P);2018 General Election(E);2018 Primary Election(M);2016 General Election(M);2016 Primary Election(P);2015 General Election(P);2010 Primary Election(P);2006 Primary Election(P);2004 General Election(A);2004 Presidential Primary Election(P);2004 Primary Election(D);2001 General Election(P);2000 Presidential Primary Election(P)
FLORES,LUCAS,,,2000,,,MELTON ALLEY,,APT,,,ENDWELL,13903,,,,,,19710224,F,DEM,,04,25,2,City Binghamton,15,19,52,123,20110714,,,,,3022334,20051007,DMV,Y,N,A,,,,NY5ed8b23a-ce91-,2023 Primary Election(P);2021 Primary Election(P);2021 General Election(E);2017 Primary Election(P);2011 General Election(A);2007 General Election(P);2007 Primary Election(M)
BLAIR,JOSEPH,,,1999,,,RACHEL FREEWAY,,,,,ENDWELL,13850,,,,,,19321205,M,OTH,,04,31,6,Lisle,15,19,52,124,20020222,,,,,7938755,19850717,AGCY,N,N,A,,,,NYcb98097d-6d20-,2024 Presidential Primary Election(A);2024 General Election(P);2023 General Election(A);2022 Primary Election(P);2021 General Election(P);2020 Presidential Primary Election(P);2019 General Election(P);2018 General Election(P);2018 Primary Election(P);2016 Primary Election(A);2016 General Election(E);2015 General Election(P);2014 General Election(A);2014 Primary Election(P);2013 General Election(P);2012 General Election(P);2012 Primary Election(E);2010 Primary Election(P);2009 General Election(P);2008 General Election(P);2007 General Election(P);2005 General Election(E);2004 Primary Election(P);2004 Presidential Primary Election(M);2002 General Election(P);2001 General Election(P);2000 General Election(P)
LEE,HOLLY,,,2682,,,SCHROEDER WALL,,APT,,,JOHNSON CITY,13790,,,,,,19340426,M,REP,,04,25,4,Chenango,9,19,52,124,20030616,,,,,9918107,19960302,CBOE,Y,Y,A,,,,NYce584930-2862-,2015 General Election(E);2008 Primary Election(P)
JONES,FRANCES,,,2133,,,MARY FALLS,,APT,,,ENDICOTT,13795,,,,,,19710722,M,REP,,04,31,5,Maine,6,19,52,123,20170307,,,,,3324928,19940311,DMV,Y,N,A,,,,NYa999a6d6-de77-,2024 General Election(P);2022 General Election(E);2018 General Election(P);2016 General Election(E);2012 General Election(P);2010 Primary Election(P)
FRYE,VERONICA,B,,107,,,DAVIS CORNERS,,,,,VESTAL,13905,,,,,,19181019,F,BLK,,04,26,3,Chenango,8,19,52,123,20040307,,,,,4796232,19811020,CBOE,N,Y,A,MAIL-CHECK,20181222,,NY54eb9b94-d136-,2025 General Election(P);2024 Primary Election(A);2017 General Election(P);2016 Presidential Primary Election(P);2013 General Election(P);2012 General Election(A);2012 Presidential Primary Election(P);2005 General Election(E);2004 General Election(P);2004 Primary Election(A);2003 General Election(A);2000 Presidential Primary Election(E)
VANG,JOHN,,,1731,,,VAZQUEZ LANDING,,,9,,ENDICOTT,13904,,,,,,19580813,F,BLK,,04,19,2,Union,13,19,52,124,20220905,,,,,7594565,20200107,AGCY,N,N,A,,,,NYcb9ed7ea-eeba-,2024 Primary Election(P);2022 General Election(E);2020 General Election(E)
WHEELER,ANTHONY,,,2096,,,WASHINGTON UNION,,,,,ENDWELL,13795,,,,,,19330923,M,DEM,,04,24,10,Lisle,14,19,52,121,20050306,,,,,1860847,20081112,AGCY,N,N,A,,20191106,,NY3db92cbf-9e61-,2020 Primary Election(F)
SMITH,LEAH,,,2284,,,TAYLOR RIDGE,,APT,,,ENDICOTT,13905,,,,,,19660108,M,DEM,,04,3,3,City Binghamton,11,19,52,124,20190511,,,,,2471406,20080220,CBOE,Y,N,A,MAIL-CHECK,,,NYc1693513-a93f-,2024 General Election(M);2020 Presidential Primary Election(M);2018 Primary Election(P);2018 General Election(P);2016 Presidential Primary Election(A);2016 General Election(M);2014 Primary Election(P);2012 General Election(P);2010 General Election(P);2008 Primary Election(A);2008 Presidential Primary Election(P)
WILLIAMS,MICHAEL,,,2577,,,ORTIZ MILL,,,,,ENDWELL,13760,,,,,,19700420,F,DEM,,04,23,5,Windsor,10,19,52,124,20110320,,,,,9328158,20060907,AGCY,N,Y,A,,,,NYb7f955e8-81d0-,2024 General Election(A);2024 Primary Election(P);2022 General Election(P);2022 Primary Election(P);2016 General Election(F);2014 General Election(P);2012 Primary Election(E);2012 General Election(P);2010 General Election(P);2010 Primary Election(A);2008 General Election(A);2008 Primary Election(P);2006 General Election(M)
DORSEY,TAYLOR,,,2755,,,STEVEN LOOP,,,,,BINGHAMTON,13905,,,,,,19890307,F,DEM,,04,35,14,Windsor,15,19,52,123,20140724,,,,,1939897,20161001,MAIL,N,Y,A,,,,NY36d26421-3f62-,2020 Presidential Primary Election(E)
DELACRUZ,DANA,,,1289,,,JANE MILL,,,,,BINGHAMTON,13904,,,,,,19760228,M,REP,,04,17,4,Windsor,5,19,52,121,20030626,,,,,1627384,20180706,DMV,Y,N,A,,,,NY38224cbc-c5c8-,2024 General Election(P);2022 Primary Election(P);2022 General Election(A);2020 General Election(O);2018 General Election(P);2018 Primary Election(A)
BAILEY,LINDSAY,,,189,,,ANDREW VILLAGE,,,,,JOHNSON CITY,13901,,,,,,19731028,F,DEM,,04,8,6,Vestal,4,19,52,123,20080911,,,,,8400692,19990122,CBOE,N,Y,A,,,,NY1584b268-1287-,2022 General Election(P);2012 Presidential Primary Election(P)
FREDERICK,ANDREW,,,1362,,,CARRIE RAPIDS,,APT,,,ENDWELL,13903,,,,,,19911223,F,DEM,,04,13,14,Colesville,2,19,52,123,20091121,,,,,8808058,20181021,AGCY,Y,Y,A,,,,NY5e98221f-a785-,2024 General Election(P);2024 Primary Election(P);2022 General Election(P);2022 Primary Election(F);2020 General Election(P);2018 General Election(M);2018 Primary Election(P)
WASHINGTON,KRISTINA,,,3264,,,WILLIAMS SUMMIT,,,,,BINGHAMTON,13760,,,,,,19540317,F,DEM,,04,29,4,Maine,4,19,52,124,20050813,,,,,2108301,19980620,MAIL,Y,N,A,,,,NY42bc8901-3a26-,2025 General Election(P);2024 Presidential Primary Election(A);2024 General Election(P);2023 General Election(P);2022 Primary Election(P);2020 Primary Election(A);2020 General Election(P);2018 General Election(A);2016 General Election(P);2016 Primary Election(P);2016 Presidential Primary Election(P);2012 Primary Election(E);2012 General Election(A);2010 General Election(P);2010 Primary Election(A);2009 General Election(A);2008 Presidential Primary Election(P);2007 General Election(P);2006 General Election(E);2005 General Election(P);2004 Primary Election(P);2001 General Election(P);2000 Primary Election(M);2000 General Election(E)
MORALES,KEVIN,,,3492,,,SETH JUNCTIONS,,,,,ENDWELL,13901,,,,,,19321001,M,DEM,,04,27,2,Conklin,14,19,52,121,20070723,,,,,7614724,20071212,MAIL,N,N,A,,,,NY1e235d95-336a-,2025 General Election(P);2023 General Election(P);2021 Primary Election(P);2019 Primary Election(P);2015 General Election(A);2013 General Election(P);2011 General Election(P)
KIM,ALICIA,,,925,,,JAMES KEYS,,,,,ENDWELL,13904,,,,,,19830315,M,REP,,04,20,7,Windsor,10,19,52,123,20010119,,,,,9107893,20241014,MAIL,Y,N,A,MAIL-CHECK,,,NYb335269c-bbb9-,2024 Presidential Primary Election(P);2024 General Election(E);2024 Primary Election(A)
